statistic_yyy,site_id,people_total,area,population_density
統計年,區域別,年底人口數,土地面積,人口密度
111,新北市板橋區,549572,23.1373,23753 
111,新北市三重區,379825,16.317,23278 
111,新北市中和區,403109,20.144,20011 
111,新北市永和區,212170,5.7138,37133 
111,新北市新莊區,419966,19.7383,21277 
111,新北市新店區,298594,120.2255,2484 
111,新北市樹林區,180067,33.1288,5435 
111,新北市鶯歌區,88406,21.1248,4185 
111,新北市三峽區,115274,191.4508,602 
111,新北市淡水區,187823,70.6565,2658 
111,新北市汐止區,206265,71.2354,2896 
111,新北市瑞芳區,37695,70.7336,533 
111,新北市土城區,237538,29.5578,8036 
111,新北市蘆洲區,199811,7.4351,26874 
111,新北市五股區,91436,34.8632,2623 
111,新北市泰山區,76982,19.1603,4018 
111,新北市林口區,127887,54.1519,2362 
111,新北市深坑區,23528,20.5787,1143 
111,新北市石碇區,7292,144.3498,51 
111,新北市坪林區,6553,170.835,38 
111,新北市三芝區,22228,65.9909,337 
111,新北市石門區,10961,51.2645,214 
111,新北市八里區,40902,39.4933,1036 
111,新北市平溪區,4268,71.3382,60 
111,新北市雙溪區,8102,146.2484,55 
111,新北市貢寮區,11260,99.9734,113 
111,新北市金山區,20577,49.2132,418 
111,新北市萬里區,21101,63.3766,333 
111,新北市烏來區,6359,321.1306,20 
111,臺北市松山區,189939,9.2878,20450 
111,臺北市信義區,203780,11.2077,18182 
111,臺北市大安區,284557,11.3614,25046 
111,臺北市中山區,212669,13.6821,15544 
111,臺北市中正區,148103,7.6071,19469 
111,臺北市大同區,118833,5.6815,20916 
111,臺北市萬華區,173040,8.8522,19548 
111,臺北市文山區,257558,31.509,8174 
111,臺北市南港區,113798,21.8424,5210 
111,臺北市內湖區,272963,31.5787,8644 
111,臺北市士林區,264716,62.3682,4244 
111,臺北市北投區,240725,56.8216,4237 
111,桃園市桃園區,462338,34.8046,13284 
111,桃園市中壢區,423722,76.52,5537 
111,桃園市大溪區,94313,105.1206,897 
111,桃園市楊梅區,177602,89.1229,1993 
111,桃園市蘆竹區,167205,75.5025,2215 
111,桃園市大園區,85991,87.3925,984 
111,桃園市龜山區,172274,72.0177,2392 
111,桃園市八德區,209952,33.7111,6228 
111,桃園市龍潭區,124973,75.2341,1661 
111,桃園市平鎮區,227810,47.7532,4771 
111,桃園市新屋區,49205,85.0166,579 
111,桃園市觀音區,73026,87.9807,830 
111,桃園市復興區,13053,350.7775,37 
111,臺中市中區,17635,0.8803,20033 
111,臺中市東區,75554,9.2855,8137 
111,臺中市南區,125466,6.8101,18424 
